US1,US2,US3,US4,US5,US6,US7,US8,US9,US10,US11,US12,US13,US14,US15,US16,US17,US18,US19,US20,US21,US22,US23,US24,Class
-0.1651934448,-0.69002993,2.012653027,-1.0566174461,-0.7747406563,0.2619160825,-0.0899156852,1.2996245081,1.3813021178,1.6573961927,1.7731920759,-0.3848362666,-0.3523227239,-0.3858814086,-0.788005647,3.4571260403,-0.4764285669,-0.4915795617,-0.5164201668,-0.5232777259,-0.4021940458,-0.43840456,-0.1525770794,-0.2029658035,Sharp-Right-Turn
-0.1664390833,-0.6935756623,-0.8901043382,-1.0566174461,-0.7747406563,-0.7360761387,-0.0892083176,0.6284922779,1.3813021178,1.6573961927,1.7731920759,-0.3832353716,-0.3544546661,-0.3903205746,-0.786256819,-0.3141464065,-0.4700596463,-0.4949521421,-0.5181674559,-0.5259058518,-0.3999403707,-0.435223262,-0.3616448291,-0.1847125501,Sharp-Right-Turn
-0.1664390833,-0.6942848088,-0.6896930316,-0.6747538876,-0.7702604532,-0.8319769536,-0.0885009499,0.629391919,1.3813021178,1.6573961927,1.7731920759,-0.377632239,-0.3693782614,-0.3890522415,-0.7769297367,-0.3724040547,-0.4435224772,-0.4972005291,-0.5207883895,-0.5320381456,-0.4833263474,2.0500067636,-0.3639678041,-0.1899277654,Sharp-Right-Turn
-0.1664390833,-0.6879024906,-0.726568712,-0.6732264334,-0.7695137527,-0.8771984762,-0.0870862146,2.2127601831,0.5817237409,1.6573961927,1.7731920759,-0.3552197087,-0.3679569667,-0.4435905666,-0.3647892875,-0.3742246062,-0.4382150434,-0.4983247225,-0.5225356786,-0.5311621037,-0.5002289102,2.0500067636,-0.3678394291,-0.2003581959,Slight-Right-Turn
-0.1664390833,-0.6907390765,-0.7393950356,-0.6716989792,1.5243502417,-0.8810968833,-0.0849641117,2.2127601831,0.6487851532,0.8346674684,1.7731920759,-0.3552197087,-0.3779060302,-0.3877839083,-0.5851416069,-0.3250697155,-0.4329076096,-0.499448916,-0.5242829678,-0.5337902296,-0.5971369372,-0.8048900937,-0.373259704,-0.1986197908,Slight-Right-Turn
-0.1614565293,-0.69002993,-0.7361884547,-0.6701715249,-0.7725005548,-0.8296379094,-0.0835493764,1.6369899052,0.6451004602,1.6573961927,1.7731920759,-0.3552197087,-0.3800379724,-0.3858814086,-0.5857245496,-0.3287108185,-0.4307846361,-0.499448916,-0.5260302569,-0.5346662716,-0.5982637747,-0.8099801706,-0.398812429,-0.1951429806,Slight-Right-Turn
-0.1664390833,-0.6964122482,-0.7570312306,-0.6678803436,-0.7710071537,1.6427318821,-0.8538727469,0.6437861759,0.5854084339,0.8346674684,1.7731920759,-0.3552197087,-0.3800379724,-0.3865155752,-0.5863074922,-0.3278005428,-0.3968170597,-0.5005731095,-0.5269039014,-0.5399225234,-0.5351608735,-0.8131614686,-0.404232704,-0.1934045756,Slight-Right-Turn
-0.1651934448,-0.6957031018,-0.7570312306,-0.664061708,-0.7725005548,-0.8241801394,-0.8666053645,1.6279934946,0.5854084339,0.8316089974,1.7731920759,-0.3552197087,-0.3807486198,-0.3560755798,-0.5874733775,-0.3314416458,-0.4297231493,-0.501697303,-0.527777546,-0.5407985654,-0.5847417245,-0.8137977282,-0.404232704,-0.1881893603,Slight-Right-Turn
-0.1651934448,-0.6949939553,-0.7562295854,-0.664061708,-0.7725005548,-0.7360761387,-0.0800125381,1.6270938536,0.5854084339,0.8316089974,1.7731920759,-0.3560201562,-0.379327325,-0.3567097463,-0.5874733775,-0.3323519215,-0.426538689,-0.5005731095,-0.5269039014,-0.5407985654,-0.5847417245,-0.8118889494,-0.403458379,-0.1881893603,Slight-Right-Turn
-0.1639478063,-0.6949939553,-0.7530230045,-0.6663528894,-0.7725005548,-0.8249598208,-0.8913632323,1.6270938536,0.5868823111,0.8316089974,1.7731920759,-0.3560201562,-0.3814592672,-0.3567097463,-0.5874733775,-0.3296210943,-0.4297231493,-0.5005731095,-0.5269039014,-0.5399225234,-0.5836148869,-0.8131614686,-0.402684054,-0.1916661705,Slight-Right-Turn
-0.1627021678,-0.6942848088,-0.7466098427,-0.664061708,-0.7725005548,-0.8249598208,-0.8835821881,1.6234952894,0.5861453725,0.8300797618,1.7731920759,-0.3576210513,-0.382880562,-0.3573439129,-0.5880563201,-0.3323519215,-0.3978785464,-0.5005731095,-0.5260302569,-0.5390464814,-0.5295266858,-0.812525209,-0.399586754,-0.1907969679,Slight-Right-Turn
-0.1589652523,-0.6921573694,-0.7361884547,-0.6625342538,-0.7710071537,1.6427318821,-0.8835821881,1.6243949304,0.5846714953,0.8285505263,1.7731920759,-0.3600223938,-0.3850125042,-0.3592464126,-0.5874733775,-0.3341724731,-0.3989400332,-0.499448916,-0.5260302569,-0.5390464814,-0.6084053124,-0.8106164302,-0.397263779,-0.1847125501,Slight-Right-Turn
-0.1527370599,-0.6864841976,-0.7490147784,-0.6610067995,-0.7695137527,1.6427318821,-0.9359273942,1.6198967251,0.5824606795,0.8262566729,1.7731920759,-0.3640246313,-0.3878550938,-0.3624172455,-0.591553976,-0.3396341276,-0.3968170597,-0.4983247225,-0.5251566123,-0.5381704394,-0.6084053124,-0.8099801706,-0.396489454,-0.18123574,Slight-Right-Turn
-0.1452632289,-0.6843567582,-0.7313785834,-0.6579518911,-0.7650335496,1.6427318821,-1.0278851887,0.6392879706,0.5795129251,0.8231982018,1.7731920759,-0.3680268689,-0.3921189781,-0.3662222449,-0.5944686892,-0.3405444033,-0.3957555729,-0.4972005291,-0.5242829678,-0.5381704394,-0.5960100997,-0.8099801706,-0.7759087034,-0.0647625992,Slight-Right-Turn
-0.1377893979,-0.6801018794,-0.7409983261,-0.6548969826,-0.7620467475,-0.823400458,-1.0830598653,0.6356894064,0.5758282321,0.819375113,1.7731920759,-0.3736300015,-0.3970935099,-0.3706614109,0.3522301644,-0.3423649548,-0.3681569171,-0.4960763356,-0.5234093232,-0.5399225234,-0.6061516374,-0.809343911,-0.7751343784,-0.171674512,Slight-Right-Turn
-0.12782429,-0.6744287076,-0.8620467553,-0.6518420741,-0.761300047,-0.8226207766,-1.1092324684,0.6311912011,0.5721435391,0.8147874063,1.7731920759,-0.3800335815,-0.4034893365,-0.3738322438,-0.5816439511,-0.3469163336,-0.5157035771,-0.4904553682,-0.5216620341,-0.5381704394,-0.5903759121,-0.2042610246,-0.425139479,-0.1681977018,Slight-Right-Turn
-0.1166135435,-0.6687555359,-0.8668566267,-0.6457322572,-0.7583132449,-0.8218410952,-0.084256744,0.6266929958,0.5662480304,0.8086704642,1.7731920759,-0.3864371616,-0.4070425735,-0.380808076,0.3423201394,-0.3514677124,-0.5146420903,-0.4882069812,-0.5207883895,-0.5372943975,-0.5926295871,2.0500067636,-0.419719204,-0.1551596637,Slight-Right-Turn
-0.1054027971,-0.6623732176,-0.8596418196,-0.1897871684,-0.7545797423,-0.8210614137,-0.0849641117,0.6257933547,0.5662480304,0.8040827575,1.7731920759,-0.3936411892,-0.4134384,-0.3846130755,-0.591553976,-0.3560190911,-0.5114576301,-0.4859585942,-0.5190411004,-0.5364183555,-0.5915027496,2.0500067636,-0.413524604,-0.141252423,Slight-Right-Turn
-0.0941920506,-0.6559908994,-0.8580385292,1.6828717223,-0.7515929402,0.2759503481,-1.0936703801,0.6212951494,1.0246238372,0.8017889042,1.7731920759,-0.4000447693,-0.4198342266,-0.3928572409,-0.311741507,-0.3578396426,-0.5093346565,-0.4837102073,-0.5146728777,-0.5355423135,-0.5937564246,2.0500067636,-0.4948287288,-0.141252423,Slight-Right-Turn
-0.0817356657,-0.6496085812,-0.8508237221,-1.0191948174,-0.7478594376,0.2782893923,-1.095792483,0.6194958673,1.0165175127,0.7941427265,1.7731920759,-0.4056479019,-0.4248087584,-0.3972964069,-0.362457517,-0.3633012972,-0.507211683,-0.4780892399,-0.5129255886,-0.5346662716,-0.5892490745,2.0500067636,-0.4909571038,-0.1238683721,Slight-Right-Turn
-0.0705249192,-0.6453537024,-0.846815496,-0.1813861701,-0.7418858335,-0.7095669703,-1.1078177331,0.6185962263,1.0135697583,1.6573961927,1.7731920759,-0.4104505869,-0.4312045849,-0.4036380726,-0.3263150731,-0.3651218487,-0.5040272227,-0.4747166594,-0.5111782994,-0.5329141876,-0.6027711248,-0.705633595,-0.4847625039,-0.0899694729,Slight-Right-Turn
-0.0580685343,-0.6382622376,-0.839600689,-1.0107938191,-0.7403924324,-0.817942688,-1.109939836,0.614098021,1.0179913899,0.8484305884,1.7731920759,-0.415253272,-0.4361791167,-0.4112480715,-0.3764481404,0.2839047636,-0.4976583021,-0.4207553723,-0.4937054084,-0.5311621037,-0.6016442873,-0.7005435181,-0.4777935789,-0.3463842232,Slight-Right-Turn
-0.0456121493,-0.6318799194,-0.8323858819,-1.0031565479,-0.7366589298,1.6427318821,-1.1148914096,0.6113990978,1.0150436355,1.2766165415,1.7731920759,2.3390866098,-0.4404430011,-0.4175897372,-0.4603918811,-0.0674616773,-0.4944738419,-0.4050166636,-0.4867162519,-0.5302860617,-0.5993906123,-0.720267566,-0.4715989789,-0.352468641,Slight-Right-Turn
-0.0306644874,-0.6254976012,-0.8251710749,-0.997046731,-0.7329254272,-0.7017701561,-1.2945627926,0.6095998157,1.3813021178,1.2689703638,1.7731920759,2.3390866098,-0.4290726428,-0.4232972363,-0.3700357713,3.4571260403,-0.4912893816,-0.4511085963,-0.5015682094,-0.5285339777,-0.5971369372,-0.1597228521,-0.4654043789,-0.3446458181,Slight-Right-Turn
-0.0219450179,-0.6191152829,-0.8179562678,-0.990936914,-1.0704340618,-0.7017701561,-1.3221501309,0.6078005336,1.0091481267,1.2605595683,1.7731920759,2.3390866098,-0.4354684693,-0.429638902,-0.4259982652,3.4571260403,-0.4881049213,-0.4488602094,-0.5024418539,-0.5259058518,-0.5948832622,-0.6986347393,-0.4584354539,-0.3368229952,Slight-Right-Turn
-0.0057517175,-0.6127329647,-0.811543106,-0.9894094598,-1.0667005592,-0.6986514304,-1.1219650861,0.6051016104,0.9966201706,0.7811442243,1.7731920759,2.3390866098,-0.4418642959,-0.4353464012,-0.4190029534,-0.0911288469,-0.484920461,-0.4556053703,-0.4998209202,-0.5241537679,-0.5926295871,2.0500067636,-0.4522408539,-0.3324769825,Slight-Right-Turn
0.0091959445,-0.6063506465,-0.8035266538,-0.9848270971,-1.0599802546,-0.6947530232,-1.320028028,0.6033023283,0.995883232,0.7597349266,1.7731920759,2.3390866098,-0.4489707699,-0.4435905666,-0.4271641504,-0.3878787425,-0.2577622937,-0.4533569833,-0.4971999866,-0.5224016839,-0.5903759121,-0.7075423738,-0.4297854289,-0.3246541596,Slight-Right-Turn
0.0179154139,-0.5992591818,-0.7987167824,-0.9748986446,-1.0510198483,-1.0986280002,-1.332053278,0.6006034051,1.0003048636,0.7520887489,1.7731920759,2.3390866098,-0.4553665964,-0.4499322323,-0.4277470931,-0.3915198455,-0.2482089128,-0.4533569833,-0.4945790529,-0.519773558,-0.5869953995,-0.7011797777,-0.425139479,-0.3133545265,Slight-Right-Turn
0.0303717989,-0.5928768635,-0.7915019754,-0.971080009,-1.0465396452,-0.6885155719,-1.3370048516,0.598804123,1.3813021178,0.7467364245,1.7731920759,0.0554098639,-0.4624730704,-0.4556397314,-0.4353253475,-0.3915198455,-0.2577622937,-0.4499844028,-0.4928317638,-0.5171454321,-0.5847417245,2.0500067636,-0.420493529,-0.3055317036,Slight-Right-Turn
0.0428281838,-0.5864945453,-0.7810805874,-0.964206465,-1.0450462442,1.6427318821,-1.3440785281,0.5961051998,1.3813021178,0.7413841001,1.7731920759,0.0474053888,-0.4695795444,-0.4619813972,-0.4201688387,-0.1193473952,-0.2694386481,-0.4466118224,-0.4902108301,-0.5145173061,-0.5813612119,2.0500067636,-0.413524604,-0.2977088807,Slight-Right-Turn
0.0552845688,-0.5794030806,-0.7762707161,-0.9573329209,-1.037579239,1.6427318821,-1.3511522046,0.5934062766,1.3813021178,0.7352671579,1.7731920759,0.0394009137,-0.4738434287,-0.4683230629,-0.5046955221,-0.3988020515,-0.2588237805,-0.4421150485,-0.4867162519,-0.5127652222,-0.5813612119,2.0500067636,-0.2207176793,-0.2916244629,Slight-Right-Turn
0.0677409537,-0.5723116159,-0.7682542638,-0.9496956497,-1.0308589343,1.6427318821,-1.3518595722,0.5943059177,1.3813021178,0.7299148335,1.7731920759,0.0313964386,-0.4809499027,-0.4752988951,-0.5076102353,-0.3988020515,-0.2662541878,-0.438742468,-0.4849689628,-0.5101370963,-0.5791075368,2.0500067636,0.1161136951,-0.2838016401,Slight-Right-Turn
0.0864255311,-0.5652201512,-0.7610394568,-0.9458770141,-1.0196584265,1.6427318821,-1.360347984,0.5916069945,0.9870399688,0.7237978913,1.7731920759,0.0233919635,-0.4880563767,-0.4816405609,-0.4574771679,-0.1448351163,-0.2768690554,-0.4308731137,-0.4823480292,-0.5075089704,-0.5757270243,-0.1024594874,-0.5629693287,-0.2777172223,Move-Forward
0.0988819161,-0.558837833,-0.7538246497,-0.9359485616,-1.0129381219,-1.0463893449,-1.3617627193,0.5889080713,1.3813021178,0.7184455669,1.7731920759,0.0153874884,-0.4930309084,-0.4879822266,-0.4481500856,-0.1502967708,-0.2811150025,-0.4275005332,-0.4788534509,-0.5048808444,-0.5723465117,2.0500067636,-0.5536774287,-0.2690251968,Move-Forward
0.1076013855,-0.5517463683,-0.7458081975,-0.9283112905,-0.6963371018,-1.0814750089,-0.0708167587,0.583510225,1.3813021178,0.7100347714,1.7731920759,0.0073830133,-0.4980054402,-0.4924213926,-0.4563112826,-0.1557584254,-0.2779305422,-0.4196311789,-0.4788534509,-0.5013766765,-0.5689659991,2.0500067636,-0.5467085038,-0.2603331714,Move-Forward
0.116320855,-0.5446549036,-0.7385933904,-0.9183828379,-1.0009909136,-1.0549658406,-1.3596406164,0.5808113018,1.240546846,0.7062116825,1.7731920759,-0.0014219093,-0.5044012668,-0.4987630583,-0.4615577664,-0.1612200799,-0.2811150025,-0.3847811809,-0.4753588727,-0.4987485506,-0.5655854866,2.0500067636,0.0425528203,-0.251641146,Move-Forward
0.1287772399,-0.5375634388,-0.7305769382,-0.572414454,-0.9942706089,-1.1446292042,-1.3652995575,0.5772127375,1.3813021178,0.6970362692,1.7731920759,-0.0102268319,-0.5079545038,-0.5057388906,-0.4662213076,-0.1666817344,-0.2811150025,-0.410637631,-0.4692433609,-0.4952443827,-0.559951299,2.0500067636,0.0502960702,-0.2446875256,Move-Forward
-0.1764041913,-0.5290536812,-0.7209571954,-0.9069269312,-0.9868036037,-1.1485276113,-1.3638848222,0.5736141733,1.3813021178,0.6901547093,1.7731920759,-0.0198322021,2.0425590024,-0.5133488894,-0.4732166193,-0.1703228374,-0.2853609495,-0.3139569916,-0.4683697163,-0.4917402148,-0.5565707864,-0.7030885566,0.0572649952,-0.2316494875,Move-Forward
-0.1602108908,-0.5205439236,-0.7105358075,-0.8893612075,-0.9756030959,-1.1079841773,-0.0736462293,0.5673166859,1.3813021178,0.6817439137,1.7731920759,-0.0286371247,2.0425590024,-0.5215930548,-0.4813778163,-0.1776050434,-0.2853609495,-0.3859053744,-0.4640014935,-0.487360005,-0.5509365988,-0.726630162,0.0704285202,-0.2194806519,Move-Forward
-0.1427719519,-0.5099067265,-0.6993127743,-0.879432755,-0.6791629899,-1.0245582651,-0.0750609646,0.5628184806,0.04670632,0.6725685005,1.7731920759,-0.0430451798,2.0425590024,-0.5311055534,-0.490121956,-0.1848872495,0.4449419434,-0.3904021483,-0.4561386925,-0.4821037531,-0.5441755736,-0.6801832107,-0.5048949538,-0.2073118163,Move-Forward
-0.122841736,-0.4992695294,-0.6872880959,-0.8679768482,-0.9569355829,-1.0229989022,-0.0701093911,0.5574206342,0.043021627,0.6633930872,1.7731920759,-0.0582536825,2.0425590024,-0.5590088825,-0.4994490383,-0.1894386282,0.0012404765,-0.3870295679,-0.4508968252,-0.4777235432,-0.538541386,-0.7151774891,0.0936582702,-0.2499027409,Move-Forward
-0.1016658816,-0.4886323324,-0.6744617723,-0.8580483957,-0.6702025836,-1.1524260184,-0.0715241264,0.5547217111,0.946508346,0.6534530561,1.7731920759,-0.0694599477,2.0425590024,-0.5691555477,-0.5087761206,-0.1912591798,-0.0008824971,-0.3836569874,-0.4456549579,-0.4715912494,-0.5317803609,-0.708814893,-0.4808908789,-0.1786281323,Move-Forward
-0.0829813042,-0.4765768424,-0.6616354487,-0.8412463991,-0.9308010648,-1.0019475038,-0.0715241264,0.5493238647,0.0378630568,0.6427484073,1.7731920759,-0.0862693454,2.0425590024,-0.5818388791,-0.5169373176,-0.1967208343,-0.2917298701,-0.3757876331,-0.439539446,-0.4654589556,-0.5205119857,-0.6999072585,-0.4801165539,-0.1629824865,Move-Forward
-0.0618054497,-0.4645213524,-0.6456025441,-0.8305542195,-1.0838746712,-0.8444518564,-0.0800125381,0.5430263773,1.3813021178,0.6320437585,1.7731920759,-0.1030787431,2.0425590024,-0.5729605471,-0.5285961705,0.1064009916,-0.2906683834,-0.3679182787,-0.4334239341,-0.4602027038,-0.5160046356,-0.6903633644,-0.4646300539,-0.1473368408,Move-Forward
-0.0381383183,-0.4524658624,-0.634379511,-0.8152796772,-1.0868614733,-0.9964897338,-0.0800125381,0.5340299667,0.0231242849,0.6205744919,1.7731920759,-0.1190876933,2.0425590024,-0.5843755454,-0.5373403101,-0.1894386282,-0.0412189941,-0.3600489243,-0.4299293559,-0.453194368,-0.5047362603,-0.6744568742,-0.4483692289,-0.1308219925,Move-Forward
-0.0144711869,-0.4404103724,-0.6199498969,-0.8015325891,-0.9957640099,-0.8506893078,-0.086378847,0.5277324793,0.0187026533,0.6091052253,1.7731920759,-0.1286930634,2.0425590024,-0.6154497074,-0.5425867939,-0.1930797313,-0.2949143304,-0.3510553765,-0.4229401995,-0.4470620742,-0.4991020727,-0.6642767205,-0.424365154,-0.1169147518,Move-Forward
0.0091959445,-0.4276457359,-0.606321928,-0.7954227721,-0.9980041115,-0.8444518564,-0.0906230529,0.5241339151,0.0105963288,0.5984005764,1.7731920759,-0.1439015661,2.0425590024,-0.6268647056,-0.5507479909,0.060887204,-0.059264269,-0.3431860221,-0.4133301094,-0.4400537384,-0.4912142101,-0.6585503841,-0.410427304,-0.1003999034,Move-Forward
0.0328630759,-0.4148810995,-0.591892314,-0.7770933213,-1.0316056348,-0.8140442809,-0.0927451558,0.5178364276,0.0054377586,0.5892251632,1.7731920759,-0.1623118588,2.0425590024,-0.6389138705,-0.5635727291,0.0408611374,-0.0720021102,-0.3341924743,-0.4098355312,-0.4339214445,-0.4821995099,-0.6210110672,2.6675145658,-0.0838850551,Move-Forward
0.0577758457,-0.402116463,-0.5766610547,-0.7610550519,-1.0696873613,-0.8444518564,-0.1457977296,0.508840017,0.0076485744,0.5769912788,1.7731920759,-0.1807221516,2.0425590024,-0.6503288688,-0.5035296368,-0.2367729674,-0.077309544,-0.3251989264,-0.4002254411,-0.4269131087,-0.4731848097,-0.666821759,0.204386745,-0.0665010043,Move-Forward
0.0826886156,-0.3893518265,-0.5598265049,1.6828717223,-1.0442995437,-0.8163833252,-0.0962819941,0.5025425296,0.9015550917,0.5655220122,1.7731920759,-0.1959306542,2.0425590024,-0.6642805333,-0.5099420059,-0.2558887582,-0.0868629249,-0.3173295721,-0.3941099292,-0.419904773,-0.4641701095,-0.6572778649,0.22064757,-0.0465093458,Move-Forward
0.1026188316,-0.3758780436,-0.5478018265,-0.7320334214,-1.0689406608,-0.8070271481,-0.098404097,0.4962450422,0.8986073373,0.5540527456,1.7731920759,-0.2095382619,2.0425590024,-0.6737930319,-0.5186861455,-0.001921823,-0.095354819,-0.3094602177,-0.3879944173,-0.4137724791,-0.4574090844,2.0500067636,0.2330367699,-0.0299944974,Move-Forward
0.1275316015,-0.3631134071,-0.5301656315,1.6828717223,-1.0629670566,-0.8046881039,-0.0998188323,0.4899475548,0.8956595829,0.542583479,1.7731920759,-0.2279485546,2.0425590024,-0.6877446965,-0.5285961705,0.0617974797,-0.1038467131,-0.3015908633,-0.3810052609,-0.4067641433,-0.4483943842,2.0500067636,-0.4677273539,-0.0152180542,Move-Forward
0.1524443713,-0.3496396242,-0.5173393079,1.6828717223,-1.056246752,-0.7742805284,-0.1012335676,0.4836500674,0.8853424426,0.5311142124,1.7731920759,-0.2415561623,2.0425590024,-0.6978913616,-0.5373403101,0.0745413403,-0.1123386072,-0.2925973155,-0.374889749,-0.4006318495,-0.4405065215,2.0500067636,-0.4483692289,-0.1403832204,Move-Forward
0.1773571412,-0.3361658413,-0.4997031129,-0.6862097944,-1.0465396452,-0.7750602098,-0.0976967294,0.47735258,1.0850528021,0.5196449458,1.7731920759,-0.2607669026,2.0425590024,-0.7118430262,-0.5437526792,0.0617974797,-0.1165845542,-0.2836037676,-0.3679005926,-0.3936235137,-0.4314918214,2.0500067636,-0.4321084039,0.0204192501,Move-Forward
0.2035155496,-0.3226920583,-0.4844718536,1.6828717223,-0.8904792368,-0.7898741568,-0.1012335676,0.4701554515,1.0681032144,0.5074110614,1.7731920759,-0.2767758528,2.0425590024,-0.723892191,-0.5536627042,0.0435919647,-0.1240149616,-0.2723618328,-0.3609114362,-0.3866151779,-0.4224771212,2.0500067636,0.0804947452,0.0378033009,Move-Forward
0.227182681,-0.3092182754,-0.4700422395,1.6828717223,-0.8755452264,-0.7890944754,-0.1019409353,0.4638579641,1.0658923986,0.4959417948,1.7731920759,-0.292784803,2.0425590024,-0.7359413559,-0.5600750732,0.0335789314,-0.1325068557,-0.2678650589,-0.3547959243,-0.3804828841,-0.4145892585,2.0500067636,2.6675145658,0.0551873518,Move-Forward
0.2570780049,-0.2964536389,-0.4548109802,-0.3623894968,1.5243502417,-0.7867554311,-0.1026483029,0.4575604767,1.3813021178,0.4844725282,1.7731920759,-0.3087937532,2.0425590024,-0.7473563542,-0.5676533276,0.0235658981,-0.1420602365,-0.258871511,-0.3478067679,-0.3734745483,-0.4055745583,2.0500067636,0.3158895448,-0.0100028389,Move-Forward
0.2807451363,-0.2836890024,-0.4395797209,-0.350169863,-1.0062178172,-0.7836367054,-0.0948672588,0.4512629893,1.3813021178,0.4737678794,1.7731920759,-0.3248027034,2.0425590024,-0.7587713524,-0.575231582,0.0062706588,-0.1484291571,-0.2465053827,-0.341691256,-0.3673422545,-0.3965598581,2.0500067636,2.6675145658,-0.0030492186,Move-Forward
0.3019209907,-0.2702152195,-0.4251501069,-0.7350883299,1.5243502417,-0.692413979,0.5120541846,0.4449655018,1.3813021178,0.4645924661,1.7731920759,-0.3432129961,2.0425590024,-0.7708205173,-0.5828098363,-0.0001012715,-0.1547980777,-0.2420086088,-0.3373230332,-0.3612099607,-0.3886719955,2.0500067636,0.3546057947,0.0204192501,Move-Forward
0.3293250376,-0.2567414366,-0.4099188476,-0.7289785129,-0.9733629944,-0.6526502264,-0.1075998765,0.4386680144,1.3813021178,0.4515939639,1.7731920759,-0.3592219463,2.0425590024,-0.7822355156,-0.5892222054,-0.0155759593,-0.1569210512,-0.2341392544,-0.3347020996,-0.3542016249,-0.3774036203,2.0500067636,2.6675145658,-0.0291252949,Move-Forward
0.3542378075,-0.2439768001,-0.3970925239,-0.7190500604,1.5243502417,-0.6191239252,-0.1083072441,0.432370527,-0.064571408,0.4424185506,1.1053332788,-0.3752308965,2.0425590024,-0.7917480141,-0.5968004598,-0.0246787169,-0.1654129453,-0.2251457066,-0.3294602322,-0.3480693311,-0.3717694326,2.0500067636,2.6675145658,0.0577949594,Move-Forward
0.3878700468,-0.2305030172,-0.3802579742,-0.7121765164,1.5243502417,0.2525599054,-0.1090146118,0.4260730396,-0.0697299782,0.4355369907,1.7731920759,-0.3912398467,2.0425590024,1.7816999316,-0.6020469436,-0.0392431289,-0.1643514586,-0.2161521587,-0.3250920095,-0.3410609953,-0.3593742199,2.0500067636,2.6675145658,0.0056428068,Move-Forward
0.695542755,-0.2170292342,-0.3674316505,-0.7075941537,1.5243502417,0.2548989496,-0.1090146118,0.4197755522,-0.0726777326,0.4217738708,1.7731920759,-0.4072487969,2.0425590024,1.7816999316,-0.609625198,-0.0510767137,0.1816932262,-0.2116553848,-0.3084927629,-0.3340526595,-0.3514863572,2.0500067636,2.6675145658,0.0925630612,Move-Forward
0.7192098864,-0.2035554513,-0.3497954556,-0.7007206096,1.5243502417,-0.5442745087,-0.1075998765,0.4125784237,1.3813021178,1.6573961927,1.7731920759,-0.4208564045,2.0425590024,1.7816999316,-0.6166205097,-0.0629102985,0.1678938983,-0.1992892565,-0.3049981847,-0.3279203657,-0.3458521696,2.0500067636,2.6675145658,0.0369340984,Move-Forward
0.7416313793,-0.1907908148,-0.3353658415,-0.69002843,1.5243502417,-0.5419354644,0.5325678464,0.4062809363,-0.0815209958,1.6573961927,1.7731920759,-0.4360649072,2.0425590024,1.7816999316,-0.6218669935,-0.0711027803,-0.1611669983,-0.1947924826,-0.2980090283,-0.3235401558,-0.3345837944,2.0500067636,2.6675145658,0.2133822147,Move-Forward
0.7652985107,-0.1780261783,-0.3209362274,-0.6892647029,1.5243502417,-0.4670860478,-0.1019409353,0.3999834489,-0.0918381361,1.6573961927,1.0800081889,-0.4520738574,2.0425590024,1.7816999316,-0.6282793626,-0.0811158136,0.1413567292,-0.1835505478,-0.2918935164,-0.3279203657,-0.3289496068,2.0500067636,0.188900245,-0.0065260288,Move-Forward
0.7877200037,-0.1645523954,-0.3024983872,-0.6816274317,-0.5111553731,-0.4678657292,-0.1019409353,0.3936859615,-0.0969967063,0.3965414842,1.7731920759,-0.4680828076,2.0425590024,1.7816999316,-0.6294452479,-0.0947699499,0.1254344277,-0.167811839,-0.2822834263,-0.3261682817,-0.316554394,2.0500067636,2.6675145658,0.0134656297,Move-Forward
0.8101414966,-0.1517877589,-0.2864654827,-0.6808637046,-0.5044350684,-0.4624079593,0.5438857288,0.386488833,-0.0999444607,0.380484511,1.066260283,-0.4840917578,2.0425590024,1.7816999316,-0.3717845993,-0.1056932589,0.1116350998,-0.1947924826,-0.2945144501,-0.3209120299,-0.3120470439,2.0500067636,-0.2214920043,0.1021242891,Move-Forward
0.8325629895,-0.1368956831,-0.2712342234,-0.6709352521,-0.5021949669,0.8731863179,0.5481299347,0.3801913456,-0.1095246624,0.3697798622,1.7731920759,-0.4993002605,2.0425590024,1.7816999316,1.6288745544,-0.1157062922,0.0999587454,-0.1869231282,-0.2945144501,-0.318283904,-0.3097933689,2.0500067636,-0.2075541543,0.1186391374,Move-Forward
0.8562301209,-0.1255493395,-0.1710285701,-0.6655891622,0.78810353,0.2439834097,0.551666773,0.3738938582,-0.1124724168,0.3514290356,1.0568538211,-0.5153092107,2.0425590024,1.7816999316,1.6288745544,-0.1229884982,-0.1006622528,-0.1779295804,-0.2883989382,-0.3130276521,-0.314300719,2.0500067636,0.5117937695,0.1351539858,Move-Forward
0.8786516138,-0.1127847031,-0.1373594705,-0.6694077978,0.7791431237,0.2393053212,0.5580330818,0.3675963708,-0.1154201712,0.3384305334,1.7731920759,-0.5329190559,2.0425590024,1.7816999316,1.6288745544,-0.1302707043,-0.1165845542,-0.1273408737,-0.2814097818,-0.3068953583,-0.3109202064,-0.6222835865,0.5179883695,0.1334155807,Move-Forward
0.9035643837,-0.0978926272,2.012653027,-0.592271359,-0.5723848157,0.8630504594,0.5601551848,0.3612988833,-0.1227895571,0.333078209,1.0503416552,-0.5457262161,2.0425590024,1.7816999316,-0.6661706344,-0.1402837376,-0.1261379351,-0.1228440998,-0.2752942699,-0.3007630645,-0.3041591813,2.0500067636,0.5396694694,0.149930429,Move-Forward
